id,ground_truth,text,Community,Id,Timestamp,User,is_admin,Adminship date,meta.Normalized Score,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Politeness,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Score1_normalized,Score2_normalized,Score3_normalized,Score4_normalized,Score5_normalized,Score1_binarized,Score2_binarized,Score3_binarized,Score4_binarized,Score5_binarized
politeness_wiki_14,impolite,# And what evidence do you have that I am committing revenge?  Revenge for what?,Wikipedia,574731,2006-12-02 06:12:00,travb,False,,-1.5103901839985372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,impolite,4,9,10,9,9,A2QN0EGBRGJU1M,A1VE0KG5BAO7EU,AYG3MF094634L,A1F4D2PZ7NNWTL,AD1IH74UX9IAI,-2.2385823657593225,-1.1051070816952244,-0.8511948218771814,-1.0330393412998138,-1.0288693741623978,-1,-1,-1,-1,-1
politeness_wiki_15,polite,"Sorry for the late reply, but I usually check new additions from the bottom of the page, not the top. What is your disappointment regarding?",Wikipedia,11706,2004-05-20 09:09:00,dysprosia,True,2003-09-17,0.9323931154530885,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,polite,16,24,17,17,17,ANMGOZ451W9ZN,AO5E3LWBYM72K,A3HL4QP95BEAG3,A2MWGIVIKOXWYM,A2UBXHCHM2I6IL,0.4163066899292681,2.1183893176476247,0.6149870558740679,0.5792298300991339,0.6320497379195299,0,1,1,1,1
politeness_wiki_16,polite,"I took a quick look and I'm not up to reading through it properly at the moment. :) I'll be back on here tomorrow morning and I'll have a look then, if that's OK?",Wikipedia,531742,2009-02-13 13:54:00,somno,True,2009-02-07,0.6104296547440387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,polite,17,16,17,25,17,A2UFD1I8ZO1V4G,A7GFJUB1W93A2,A1BJTTNDDFZ3ZP,A3E157ZN8XPUKJ,A1RT9SQ9D9DLOV,0.6375474445699841,0.3991912379981052,0.6149870558740679,2.191499001498081,0.6320497379195299,1,0,1,1,1
politeness_wiki_17,polite,"Have made some comments on your list, looks pretty good overall, my points are just picky ones!  Any chance you could return the favour and have a look over <url> for me?",Wikipedia,38299,2010-03-21 09:47:00,harrias,False,,0.6395139611123922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,polite,19,25,25,7,17,AW6UIL04MLQ9N,AO5E3LWBYM72K,A3E157ZN8XPUKJ,AVHARSCRX7M9E,A1E0EK09CA5OIO,1.0800289538514158,2.3332890776038147,2.290623487589781,-1.4361066341495508,0.6320497379195299,1,1,1,-1,1
politeness_wiki_18,impolite,I have some made some improvements to the articles you references on the above user's talk page. Perhaps next time you would bring your concerns directly to '''me'''?,Wikipedia,621579,2006-10-23 04:59:00,jubalharshaw,False,,-0.8637058661676373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,impolite,9,10,14,9,9,A1R4VG71V6XECZ,A2WKPCZU4U110T,AYG3MF094634L,A26NYABOD7YBW8,A13CO3B2BRXQLZ,-1.132378592555743,-0.8902073217390344,-0.0133766060193246,-1.0330393412998138,-1.0288693741623978,-1,-1,0,-1,-1
politeness_wiki_19,impolite,So nearly a year later you change it all again. Why?,Wikipedia,208612,2010-07-30 00:54:00,pats1,True,2007-10-25,-1.3000740652045364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,impolite,11,12,5,5,2,A2WKPCZU4U110T,AYG3MF094634L,AC25X12LNYY6Y,A2MWGIVIKOXWYM,A3BM05OXSUCJII,-0.6898970832743112,-0.4604078018266546,-1.8984675916995024,-1.839173926999288,-2.4821735972340844,-1,-1,-1,-1,-1
politeness_wiki_20,polite,"Do you disagree with this reasoning?. If so, could you explain why?",Wikipedia,144522,2008-10-20 04:30:00,wolfmansf,False,,0.6711101292529407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,polite,21,13,13,21,21,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28ZB4ZB13BWAI,A00613921OIEGJA322163,A2AMGE57IJVSHF,1.5225104631328477,-0.2455080418704646,-0.2228311599837888,1.3853644157986076,1.4625092939604938,1,0,0,1,1
politeness_wiki_21,polite,Thank you for your answer about Illustrator.  How does Adobe Illustrator compare with InDesign?,Wikipedia,619733,2009-03-04 01:18:00,dogru144,False,,0.5923482208701023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,polite,17,21,20,17,7,A2UFD1I8ZO1V4G,A1QV3X9YMQQ3OQ,AVHARSCRX7M9E,A13CO3B2BRXQLZ,AEYHIQUDWJ3KV,0.6375474445699841,1.473690037779055,1.2433507177674603,0.5792298300991339,-1.4440991521828797,1,1,1,1,-1
politeness_wiki_22,polite,Thanks for putting the igneous rock template on all of those articles - it looks really useful! Do you think it should have an ultramafic section added?,Wikipedia,58362,2009-04-25 19:24:00,awickert,False,,1.5488186500858818,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,polite,23,17,22,25,25,A3I83CQLOZRO79,A233ONYNWKDIYF,AI4WWBB2PNCKH,A26YKYQIA3GX8B,A28K8ST8B2XU0N,1.9649919724142797,0.6140909979542951,1.6622598256963887,2.191499001498081,2.2929688500014573,1,1,1,1,1
politeness_wiki_23,polite,Interrobang has asked me if I would also help mentor you when he is not around. I said that I would gladly help out if it was ok with you?,Wikipedia,601735,2008-01-03 18:32:00,seraphim whipp,True,2008-03-11,0.7253512815100932,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,polite,21,21,24,13,13,A233ONYNWKDIYF,A34A6MSJTD9A4L,AO5E3LWBYM72K,AQWC8BPA9JB7T,A37ADCYLCSB5O2,1.5225104631328477,1.473690037779055,2.081168933625317,-0.22690475560034,-0.198409818121434,1,1,1,0,0
politeness_wiki_24,polite,"Thanks. Can you leave a comment at <url>, saying you are the creator?",Wikipedia,54996,2007-05-17 12:36:00,bardsandwarriors,False,,0.735294284726409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,polite,13,18,15,17,17,A22SZHZTF72TRM,AYG3MF094634L,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-0.2474155739928794,0.828990757910485,0.1960779479451395,0.5792298300991339,0.6320497379195299,0,1,0,1,1
politeness_wiki_25,polite,"I see you've done a lot of work on hospital-related articles, especially in Oregon. Perhaps you'd like to join us in improving the articles for hospitals in Oregon?",Wikipedia,7027,2010-12-10 23:42:00,ng.j,False,,1.3928183556381062,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,polite,17,23,21,21,17,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A00613921OIEGJA322163,AIPK94CUWL45W,A19ZT0TQPFA2,0.6375474445699841,1.9034895576914348,1.4528052717319246,1.3853644157986076,0.6320497379195299,1,1,1,1,1
politeness_wiki_26,impolite,"#I am still convinced the long page on ""prostatitis"" (a misnomer in the case of CPPS) is confusing, with too many sections and subsections, and would benefit from restructuring and the creation of separate pages for each area, or at the very least the removal of the CPPS section to its own, in depth page. You were the only editor to object to this going ahead, with this comment: ""So, suggest keep this on hold for now, but in principle one might similarly split off other classification categories with this then just umbrella simple introduction."" Do you still hold this view?",Wikipedia,478109,2008-01-10 02:19:00,ratel,False,,-0.6152781081250557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,impolite,9,5,17,10,13,A233ONYNWKDIYF,A26YKYQIA3GX8B,ATVZXUW7O31EV,A29B522D0BX6HN,AIPK94CUWL45W,-1.132378592555743,-1.964706121519984,0.6149870558740679,-0.8315056948749454,-0.198409818121434,-1,-1,1,-1,0
politeness_wiki_27,impolite,"Well, I fully agree with the three rationales Lumos has given above; and so evidently do about half the Wikipedians who have contributed to the RfC Lumos has cited.  If so many think that such links can be useful and appreciated, why does it matter so much to you that they should be eradicated?",Wikipedia,265163,2008-11-13 21:59:00,jheald,False,,-1.2599352690632335,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,impolite,5,4,13,10,9,A233ONYNWKDIYF,AHH34KPTA2LSS,A2UBXHCHM2I6IL,A872FSFU7WV6W,A1F4D2PZ7NNWTL,-2.0173416111186064,-2.1796058814761743,-0.2228311599837888,-0.8315056948749454,-1.0288693741623978,-1,-1,0,-1,-1
politeness_wiki_28,impolite,4.5 million hits on Google turning up the non-Columbia campuses.  What are you talking about?,Wikipedia,621235,2007-12-08 23:53:00,alatari,False,,-1.262234076200372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,impolite,9,5,8,7,5,A233ONYNWKDIYF,A1BJTTNDDFZ3ZP,A1F4D2PZ7NNWTL,AD1IH74UX9IAI,A3TFQK7QK8X6LM,-1.132378592555743,-1.964706121519984,-1.27010392980611,-1.4361066341495508,-1.8593289302033615,-1,-1,-1,-1,-1
politeness_wiki_29,polite,Hi. Is there any chance of getting <url> unblocked from making edits on Wikipedia?,Wikipedia,431249,2009-12-11 16:38:00,stevenmitchell,False,,0.8118025140837462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,polite,18,17,19,21,17,A16PRU8T6NZLN5,A233ONYNWKDIYF,AW6UIL04MLQ9N,A2H8VMF0FQIFUM,A1DTQSIIYIZL62,0.8587881992106999,0.6140909979542951,1.0338961638029962,1.3853644157986076,0.6320497379195299,1,1,1,1,1
politeness_wiki_30,polite,Happy belated birthday to you too! How have you been?,Wikipedia,584311,2007-12-09 21:55:00,baberlp,False,,2.013795425538008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,polite,21,21,25,24,21,A2UFD1I8ZO1V4G,A1W2G1N4BDF2DW,A28TXBSZPWMEU9,AIPK94CUWL45W,A3IHLWMZNBLUR4,1.5225104631328477,1.473690037779055,2.290623487589781,1.989965355073213,1.4625092939604938,1,1,1,1,1
politeness_wiki_31,impolite,Are you really denying that you brought Giano and Bishonen's names into this? Seriously?,Wikipedia,270945,2009-10-13 20:46:00,unitanode,False,,-1.6448554782166207,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,impolite,5,10,9,5,10,A233ONYNWKDIYF,A3LXBP8T6JMY9B,A2ULMYRKQMNNFG,A1F4D2PZ7NNWTL,AB08R15AWTVDT,-2.0173416111186064,-0.8902073217390344,-1.0606493758416455,-1.839173926999288,-0.8212544851521568,-1,-1,-1,-1,-1
politeness_wiki_32,polite,You're welcome. Do you have an opinion as to whether they would be worth adding to <url>?,Wikipedia,81143,2011-07-11 19:09:00,daicaregos,False,,0.8934068215401904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,polite,17,16,21,17,17,A2UFD1I8ZO1V4G,A22SZHZTF72TRM,A2LQ33BQ8G259D,A1RT9SQ9D9DLOV,A22CF8BF9YQND7,0.6375474445699841,0.3991912379981052,1.4528052717319246,0.5792298300991339,0.6320497379195299,1,0,1,1,1
politeness_wiki_33,impolite,On the third reading... Why not include an edit summary that tells me this? Why not revert my revert?,Wikipedia,627308,2007-04-26 21:42:00,mmoneypenny,False,,-0.502948391206185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,impolite,13,9,12,15,11,A1VE0KG5BAO7EU,A3454T4PU9GJM0,A2ULMYRKQMNNFG,A872FSFU7WV6W,A1F4D2PZ7NNWTL,-0.2474155739928794,-1.1051070816952244,-0.432285713948253,0.1761625372493969,-0.6136395961419159,0,-1,0,0,-1
politeness_wiki_34,polite,"Hi, I think that you do a fantastic job on DELSORT. However, I was just wondering if, when you add to Schools, whether you would be good enough to add them to the appropriate section, please?",Wikipedia,580699,2009-06-15 17:54:00,terriersfan,True,2007-04-24,1.258220159994184,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,polite,21,21,12,22,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2AMGE57IJVSHF,A29B522D0BX6HN,AIPK94CUWL45W,1.5225104631328477,1.473690037779055,-0.432285713948253,1.586898062223476,0.6320497379195299,1,1,0,1,1
politeness_wiki_35,impolite,???You wat?,Wikipedia,342431,2008-09-21 08:25:00,ceoil,False,,-1.7944763558885004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,impolite,9,6,9,3,1,ANMGOZ451W9ZN,AW6UIL04MLQ9N,ATVSN1P3Z1NRY,AC25X12LNYY6Y,A2MWGIVIKOXWYM,-1.132378592555743,-1.7498063615637942,-1.0606493758416455,-2.2422412198490247,-2.6897884862443253,-1,-1,-1,-1,-1
politeness_wiki_36,impolite,"In your most recent edit to <url> you stated that the track in Clermont, Florida does not fulfill IAAF regulations (since reverted by another editor).  On what grounds does it not and do you have a source for that remark?",Wikipedia,135334,2011-06-11 00:29:00,trackinfo,False,,-0.5401897101172674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,impolite,17,13,9,13,5,APMYUTI3V3Y6R,A2UFD1I8ZO1V4G,AD317NO9623GZ,ANVEDG15GV3QE,A3IHLWMZNBLUR4,0.6375474445699841,-0.2455080418704646,-1.0606493758416455,-0.22690475560034,-1.8593289302033615,1,0,-1,0,-1
politeness_wiki_37,impolite,"Hi Debresser, what's up? Why are you doing what you are doing?",Wikipedia,62865,2011-06-30 03:47:00,lotje,False,,-0.5197098946216642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,impolite,14,13,17,5,5,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,A2AMGE57IJVSHF,-0.0261748193521635,-0.2455080418704646,0.6149870558740679,-1.839173926999288,-1.8593289302033615,0,0,1,-1,-1
politeness_wiki_38,impolite,"Why the removal of the citation dealing with coriolis?  Was the proof not within the citation, or was the citation not considered primary?",Wikipedia,590810,2011-02-02 21:38:00,thegreatdr,False,,-0.5714820100331054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,impolite,14,5,16,9,12,AYG3MF094634L,A49HPQ9P5AHU4,A1E0EK09CA5OIO,A38WUWONC7EXTO,A2JKFTV0JXWMI6,-0.0261748193521635,-1.964706121519984,0.4055325019096036,-1.0330393412998138,-0.4060247071316749,0,-1,0,-1,0
politeness_wiki_39,polite,I went to <url> and couldn't find it. Can you provide a link?,Wikipedia,423540,2011-06-24 15:54:00,nightscream,True,2007-11-13,0.5527839807297517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,polite,17,18,18,15,13,A233ONYNWKDIYF,A38WUWONC7EXTO,A1CIIX0CB0GR7H,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.6375474445699841,0.828990757910485,0.8244416098385321,0.1761625372493969,-0.198409818121434,1,1,1,0,0
