id,ground_truth,text,status_id,user_id,screen_name,created_at,relevant_paula,relevant_fabio,frame_paula,frame_fabio,relevance_agreement_check,relevant_ra,mturk_annotation,WorkerId
relevance_tweets17_10,relevant,"The Republican farm bill will make it harder for families to put food on the table, while doing nothing to help struggling farmers. I urge my Republican colleagues to join us to craft a farm bill that puts American farmers and families first. My statement: https://t.co/JpWpcaBOE0",984573881582325760,111635980,JoeCrowleyNY,2018-04-12T23:28:00.000Z,1.0,1.0,constitutionality and jurisprudence,policy prescription and evaluation,True,1.0,"['relevant', 'relevant']","['A17D6BK59S31BM', 'A2Q1YS118AO2BP']"
relevance_tweets17_11,relevant,Scott has had cancer and brain hemorrhaging and is doing the best he can to get by. Let’s help him out and #SaveOurCare. #OregonACAStory https://t.co/RDDaX2IdpT,900383930439929857,29201047,SenJeffMerkley,2017-08-23T15:47:11.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['relevant', 'relevant']","['A17D6BK59S31BM', 'A38DC3BG1ZCVZ2']"
relevance_tweets17_12,relevant,"Get help with federal agencies at #MobileOfficeHours TODAY (11/30), 1:00-2:30pm, Devonshire Senior Center (2802 E. Devonshire Ave., Phoenix). https://t.co/vgifIHvowm",936245913747673088,1080844782,SenatorSinema,2017-11-30T14:49:55.000Z,1.0,1.0,political,,True,1.0,"['relevant', 'irrelevant']","['A17D6BK59S31BM', 'A32CMQGGTSUK6Z']"
relevance_tweets17_13,relevant,"Whether they are fixing a WWII veteran’s house, serving a holiday meal to families in need or packing boxes for Operation Christmas Child, Missourians are great at giving back. What are your plans to #GiveBack this holiday season? #GivingTuesday https://t.co/X2YZZAyawo",935676900609003520,1623308912,RepJasonSmith,2017-11-29T01:08:51.000Z,1.0,1.0,security and defense,morality,True,1.0,"['relevant', 'irrelevant']","['A2Q1YS118AO2BP', 'A38DC3BG1ZCVZ2']"
relevance_tweets17_14,relevant,"Need a job? Good news:
According to @business, job openings in the US surged in March, nearly matching the number of unemployed workers in our nation. I am happy to see our pro-growth policies positively affecting our nation's ever-growing economy.
Read: https://t.co/hN3W6GhDTnhttps://t.co/3PMNzDiYZG",994222579387916288,236916916,RepJimRenacci,2018-05-09T14:28:29.000Z,1.0,1.0,economic,economic,True,1.0,"['relevant', 'relevant']","['A37WDOIQH6JM6V', 'ACDX50KGPE97I']"
relevance_tweets17_15,relevant,"This report helps to confirm what we already know; #ClimateChange poses a serious threat to our environment, public safety and economy. We owe it to our children and future generations to act swiftly and boldly to address this growing crisis. https://t.co/MJW0eAhEcM",1066085773009657857,1058717720,RepAnnieKuster,2018-11-23T21:47:09.000Z,1.0,1.0,other,health and safety,True,1.0,"['relevant', 'relevant']","['A2Q1YS118AO2BP', 'A32CMQGGTSUK6Z']"
relevance_tweets17_16,relevant,"6 months after a gunman killed more than two-dozen people during Sunday service, a new church in Sutherland Springs opened over the weekend. https://t.co/pWHzCjJP3g",993913425012011008,231510077,JoaquinCastrotx,2018-05-08T18:00:01.000Z,1.0,1.0,health and safety,,True,1.0,"['irrelevant', 'relevant']","['A23WTODPHXZ68Y', 'A3GUJ6JD25FX7O']"
relevance_tweets17_17,relevant,"Sent to me: ""I live with metastatic cancer &amp; can't believe anyone would take coverage away from anyone w/ cancer."" Neither can I. #Trumpcare",860150650398806018,1060984272,Elizabeth_Esty,2017-05-04T15:14:30.000Z,1.0,1.0,policy prescription and evaluation,health and safety,True,1.0,"['relevant', 'relevant']","['A17D6BK59S31BM', 'A2Q1YS118AO2BP']"
relevance_tweets17_18,relevant,Tune into @wusa9 at 7pm as I join @brucejohnson9 to discuss how the Republican Senate’s calculated march to confirm Kavanaugh is turning into an insult to Dr. Christine Blasey Ford and to all women. #OffScriptOn9,1047979961842393091,23600262,EleanorNorton,2018-10-04T22:41:08.000Z,1.0,1.0,fairness and equality,,True,1.0,"['relevant', 'relevant']","['A17D6BK59S31BM', 'A37WDOIQH6JM6V']"
relevance_tweets17_19,relevant,".@WSJ → ""U.S. Is World’s Most Competitive Economy for First Time in a Decade"" #BetterOffNow https://t.co/5h3aW3y3Qm",1052559090227007488,1209417007,SteveScalise,2018-10-17T13:56:57.000Z,1.0,1.0,economic,,True,1.0,"['relevant', 'relevant']","['A2Q1YS118AO2BP', 'A38DC3BG1ZCVZ2']"
relevance_tweets17_20,irrelevant,Congratulations to Central Catholic on their 10th football championship. Hard fought game against St. Mary's and both teams fought well. Sad to see Fairmont Senior lose their playoff game! https://t.co/DLiHNvKYXQ,937716511057301504,240427862,RepMcKinley,2017-12-04T16:13:32.000Z,0.0,0.0,,,True,0.0,"['irrelevant', 'irrelevant']","['A2R2YZTSME1K3F', 'A32CMQGGTSUK6Z']"
relevance_tweets17_21,relevant,Rep Price wants to gut the ACA &amp; send us back to a time when folks couldn’t afford to get sick. #PriceIsWrong #mtpol https://t.co/YrEp8CJfGm,829797724472094720,515822213,SenatorTester,2017-02-09T21:02:49.000Z,1.0,1.0,policy prescription and evaluation,policy prescription and evaluation,True,1.0,"['relevant', 'relevant']","['A17D6BK59S31BM', 'ACDX50KGPE97I']"
relevance_tweets17_22,relevant,".@SenToddYoung &amp; I are calling on the admin to end U.S. air refueling of Saudi coalition aircraft in Yemen. With 14 million Yemenis on the verge of starvation, the U.S. must send a clear message that we expect Saudi Arabia to engage in negotiations to end the civil war.",1061001438418161665,109287731,SenatorShaheen,2018-11-09T21:03:50.000Z,1.0,1.0,external regulation and reputation,external regulation and reputation,True,1.0,"['relevant', 'relevant']","['A37WDOIQH6JM6V', 'ACDX50KGPE97I']"
relevance_tweets17_23,relevant,Congrats to Courtney Wilburn of White Plains Middle School who was named Middle School Principal of the Year for the State of Alabama!  #AL03 #CalhounCo https://t.co/zMWXFe7Fmt,951526145190715393,33977070,RepMikeRogersAL,2018-01-11T18:48:06.000Z,1.0,1.0,political,other,True,1.0,"['irrelevant', 'irrelevant']","['A2KLJKDG90K1PP', 'ACDX50KGPE97I']"
relevance_tweets17_24,relevant,"@MilitaryOfficer We talked about the importance of getting our troops &amp; military the support they deserve &amp; how critical it was to finally get them their pay raise &amp; funding plus-up this year
#mepolitics",986736503240970241,2932617195,RepPoliquin,2018-04-18T22:41:29.000Z,1.0,1.0,economic,security and defense,True,1.0,"['relevant', 'relevant']","['A17D6BK59S31BM', 'ACDX50KGPE97I']"
relevance_tweets17_25,relevant,"When, discussing Mueller probe, Giuliani says “we can get this long nightmare for the American public over,” we may be thinking different things.   
https://t.co/OayO7I3pp4",1003752372789706752,242555999,SenWhitehouse,2018-06-04T21:36:29.000Z,1.0,1.0,quality of life,,True,1.0,"['irrelevant', 'relevant']","['A2Q1YS118AO2BP', 'A3CVY8G619MGTI']"
relevance_tweets17_26,relevant,"The @USArmy has invested millions in developing the capabilities of its U.S.-based Apache missions. I’m glad our troops can continue that training here in Tupelo. https://t.co/Z7XkqBfwf8 @155ABCT
@nationalguardms",950523263226122241,264219447,SenatorWicker,2018-01-09T00:23:00.000Z,1.0,1.0,economic,security and defense,True,1.0,"['relevant', 'relevant']","['A37WDOIQH6JM6V', 'ACDX50KGPE97I']"
relevance_tweets17_27,relevant,"If you live in the Bull Shoals area, stop by on Wendesday to my #MobileOffice and visit with my staff! https://t.co/sf3Wi0bHedhttps://t.co/BdW7OUAFAZ",985518105693634560,234469322,rep_stevewomack,2018-04-15T14:00:01.000Z,1.0,1.0,,,True,1.0,"['irrelevant', 'irrelevant']","['A2KLJKDG90K1PP', 'A2Q1YS118AO2BP']"
relevance_tweets17_28,relevant,".@SenJohnMcCain is respected colleague, American hero who served during Vietnam war. Thoughts w/him &amp; family. 
https://t.co/zlIGKRdSDZ",887831443304566786,1072467470,RepSeanMaloney,2017-07-20T00:28:05.000Z,1.0,1.0,other,security and defense,True,1.0,"['relevant', 'relevant']","['A17D6BK59S31BM', 'A38DC3BG1ZCVZ2']"
relevance_tweets17_29,relevant,"News of the President’s meeting with Kim Jong-un is a step in a long journey towards denuclearization. Jong-un has not only threatened his neighbors, he has oppressed his own people. I hope North Korea actually follows through with engagement with the world this time. https://t.co/saiz7r09uz",972242865828040705,225921757,SenatorLankford,2018-03-09T22:48:57.000Z,1.0,1.0,external regulation and reputation,external regulation and reputation,True,1.0,"['irrelevant', 'relevant']","['A2Q1YS118AO2BP', 'A3CVY8G619MGTI']"
relevance_tweets17_30,relevant,President Obama leaves a dangerous precedent: those who compromise our national security won’t be held accountable. https://t.co/XWGleBlHVI,821747996840906753,18916432,SpeakerRyan,2017-01-18T15:56:04.000Z,1.0,1.0,security and defense,security and defense,True,1.0,"['relevant', 'relevant']","['A17D6BK59S31BM', 'A32CMQGGTSUK6Z']"
relevance_tweets17_31,relevant,That feeling when the delivery you’ve been waiting for finally arrives. Can’t wait to hang them up! #congressionalartcompetition https://t.co/fLJgdTMTaz,998602567088328709,19926675,RepKevinBrady,2018-05-21T16:32:59.000Z,1.0,1.0,other,,True,1.0,"['relevant', 'relevant']","['A17D6BK59S31BM', 'A3GUJ6JD25FX7O']"
relevance_tweets17_32,relevant,"Went out to Healing Strides of VA this weekend to learn more about their work &amp; equine assisted therapy. Thanks for showing me the ""reins."" https://t.co/CUSphYIgYD",886999180429991936,37920978,RepGoodlatte,2017-07-17T17:20:58.000Z,1.0,1.0,,,True,1.0,"['relevant', 'irrelevant']","['A2Q1YS118AO2BP', 'A3CVY8G619MGTI']"
relevance_tweets17_33,relevant,"I look forward to joining @LelandVittert on @ANHQDC today at 9 am PT/12 pm ET to discuss election security, the Russia investigation and more.",1025752404887830528,88806753,RepGaramendi,2018-08-04T14:36:45.000Z,1.0,1.0,security and defense,,True,1.0,"['relevant', 'relevant']","['A2R2YZTSME1K3F', 'ATR6RB1RULOC0']"
relevance_tweets17_34,relevant,"#DemsTour live at Normandy High School in Normandy, St. Louis County talking with community members.  https://t.co/hQMvOhQFsY",962360945803714561,14135426,keithellison,2018-02-10T16:21:43.000Z,1.0,1.0,other,,True,1.0,"['relevant', 'relevant']","['A17D6BK59S31BM', 'A2Q1YS118AO2BP']"
relevance_tweets17_35,relevant,"Washington let funding lapse for community health centers last September and now health care for Wisconsin is threatened. That’s not right. 
It’s time to get to work and do right by Wisconsin families. https://t.co/TpM9JMcO14https://t.co/PxwaQbyhp8",950445753264087046,1074518754,SenatorBaldwin,2018-01-08T19:15:00.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['relevant', 'relevant']","['A2Q1YS118AO2BP', 'A3CVY8G619MGTI']"
relevance_tweets17_36,relevant,Today I met w/ Betsy DeVos Trump's @usedgov nominee. PUBLIC education is the basis of our democracy &amp; the next Secretary needs to know that. https://t.co/3YRSzESySo,817195675842727936,515822213,SenatorTester,2017-01-06T02:26:46.000Z,1.0,1.0,political,policy prescription and evaluation,True,1.0,"['relevant', 'relevant']","['A2Q1YS118AO2BP', 'A3GUJ6JD25FX7O']"
relevance_tweets17_37,relevant,"NEW: Top Democrats Ask Equifax, TransUnion, and Experian: Will You Restore Consumers’ Rights in the Wake of the Equifax Data Breach? https://t.co/DFet3SoELK",910933024145059842,2962868158,RepDonBeyer,2017-09-21T18:25:31.000Z,1.0,1.0,other,,True,1.0,"['relevant', 'relevant']","['A2Q1YS118AO2BP', 'A32CMQGGTSUK6Z']"
relevance_tweets17_38,relevant,RELEASE: Natural Resources Committee Passes “Keep America’s Refuges Operational Act” https://t.co/FywgOrlo2d #ar4 #arnews,936375149867225088,2852998461,RepWesterman,2017-11-30T23:23:27.000Z,1.0,1.0,constitutionality and jurisprudence,policy prescription and evaluation,True,1.0,"['relevant', 'relevant']","['A17D6BK59S31BM', 'A2R2YZTSME1K3F']"
relevance_tweets17_39,relevant,"When it comes to this investigation, ignorance is most certainly not bliss.

And yet, less than 8 months before midterms, House Republicans have decided to end our search for answers, our search for truth.

What we don't know will hurt us &amp; they'll only have themselves to blame.",973395938663215105,56864092,RepMikeQuigley,2018-03-13T03:10:51.000Z,1.0,1.0,political,political,True,1.0,"['relevant', 'relevant']","['A17D6BK59S31BM', 'ATR6RB1RULOC0']"
relevance_tweets17_40,relevant,No bill is perfect. But I'm confident #AHCA puts us on a path toward lower costs &amp; better choices - and away from govt-controlled healthcare https://t.co/d2FFE6lpoF,844677666691321856,224294785,MarthaRobyAL,2017-03-22T22:30:23.000Z,1.0,1.0,policy prescription and evaluation,health and safety,True,1.0,"['relevant', 'relevant']","['A3CVY8G619MGTI', 'A9K0CV70JWG1W']"
relevance_tweets17_41,relevant,We recognize May as #MilitaryAppreciationMonth. I am very thankful for the countless sacrifices that so many brave men and women have made in order to defend and protect our country and our freedoms. https://t.co/boAitE0kdB,993556916545744897,299883942,CongPalazzo,2018-05-07T18:23:22.000Z,1.0,1.0,security and defense,security and defense,True,1.0,"['relevant', 'irrelevant']","['A2KLJKDG90K1PP', 'A2Q1YS118AO2BP']"
relevance_tweets17_42,relevant,Great to join in celebration of Al Edmondson as @OhioState 2017 Champions of Public Health Awards. #OH https://t.co/aPTXgniftF,920033512408911874,1531521632,RepBeatty,2017-10-16T21:07:37.000Z,1.0,1.0,other,health and safety,True,1.0,"['relevant', 'relevant']","['A17D6BK59S31BM', 'A2Q1YS118AO2BP']"
relevance_tweets17_43,relevant,Castor Protests NIH Funding Cuts https://t.co/PupZ7pj241,851782810931257344,1880674038,USRepKCastor,2017-04-11T13:03:42.000Z,1.0,1.0,,,True,1.0,"['relevant', 'relevant']","['A2R2YZTSME1K3F', 'A9K0CV70JWG1W']"
relevance_tweets17_44,relevant,Thanks to #DREAMers &amp; others who joined Dems today in support of #DREAMAct. I continue to urge GOP leaders to bring the bill to the Floor. https://t.co/Y2GDzyKJe4,905468740375953408,22012091,LeaderHoyer,2017-09-06T16:32:25.000Z,1.0,1.0,constitutionality and jurisprudence,policy prescription and evaluation,True,1.0,"['relevant', 'relevant']","['A17D6BK59S31BM', 'ATR6RB1RULOC0']"
relevance_tweets17_45,relevant,"I had a blast today at Case New Holland's manufacturing plant in New Holland, PA. I heard from workers about how we can make the American workforce more competitive globally - and I checked out their welding simulator! https://t.co/0TtCqsMEQu",942857950485450757,41417564,RepSmucker,2017-12-18T20:43:47.000Z,1.0,1.0,,,True,1.0,"['relevant', 'irrelevant']","['A2Q1YS118AO2BP', 'A2R2YZTSME1K3F']"
relevance_tweets17_46,relevant,.@OrbitalATK's Next Generation Launcher will be constructed right here in Chandler! We'll keep working together to create high-tech jobs in the Valley. https://t.co/bAt5crh416,973916722272063488,1080844782,SenatorSinema,2018-03-14T13:40:15.000Z,1.0,1.0,other,economic,True,1.0,"['relevant', 'relevant']","['A2Q1YS118AO2BP', 'A38DC3BG1ZCVZ2']"
relevance_tweets17_47,relevant,"But as a Member of Congress, I do have some pull with St. Nick so maybe we’ll put in a nice word if they come to the table.",936970495253274624,239871673,RepLouBarletta,2017-12-02T14:49:08.000Z,1.0,1.0,political,,True,1.0,"['relevant', 'relevant']","['A9K0CV70JWG1W', 'ATR6RB1RULOC0']"
relevance_tweets17_48,relevant,"If women made up 51% of Congress, there’s no way we’d still be fighting to get equal pay for equal work. Let’s elect more women on Tuesday to finally get it done.",1058724227036143616,72198806,SenGillibrand,2018-11-03T14:15:00.000Z,1.0,1.0,fairness and equality,fairness and equality,True,1.0,"['relevant', 'relevant']","['A2Q1YS118AO2BP', 'A32CMQGGTSUK6Z']"
relevance_tweets17_49,relevant,"@GValimont @Everytown I didn't say support SHARE Act, I said supportive of reclassification of suppressors. https://t.co/7TbMLYtSlb",910505422724960256,240393970,RepJeffDuncan,2017-09-20T14:06:23.000Z,1.0,1.0,policy prescription and evaluation,policy prescription and evaluation,True,1.0,"['irrelevant', 'relevant']","['A2Q1YS118AO2BP', 'A37WDOIQH6JM6V']"
relevance_tweets17_50,relevant,"@socalbyrd @HBRefugee U mean when I call people to task, even constituents, 4 false claims based on their own self serving interpretations",816521862763188224,19139963,DanaRohrabacher,2017-01-04T05:49:16.000Z,1.0,1.0,political,other,True,1.0,"['relevant', 'relevant']","['A2R2YZTSME1K3F', 'A3GUJ6JD25FX7O']"
relevance_tweets17_51,relevant,".@POTUS @realDonaldTrump's rollback of the regulatory state ""sends a clear message to families and businesses: It’s OK to plan for the future without the looming threat of red tape.""
https://t.co/GdEWN4HrZa",941337218874036224,963480595,MarkMeadows,2017-12-14T16:00:56.000Z,1.0,1.0,"law and order, crime and justice",economic,True,1.0,"['relevant', 'relevant']","['A2R2YZTSME1K3F', 'A32CMQGGTSUK6Z']"
relevance_tweets17_52,relevant,"Sec. Zinke has violated public trust for personal gain far too many times since taking office. In just 20 months on the job, he’s been the subject of 15 federal investigations. DOJ will now be able to investigate potential criminal violations. https://t.co/hKaajzvkzX",1057608788419719168,278124059,SenBlumenthal,2018-10-31T12:22:39.000Z,1.0,1.0,"law and order, crime and justice","law and order, crime and justice",True,1.0,"['relevant', 'relevant']","['A2Q1YS118AO2BP', 'A2R2YZTSME1K3F']"
relevance_tweets17_53,relevant,"On Wednesday, at 5:25 PM CT, I will host a telephone town hall. Click the link to sign up and participate. https://t.co/HUI3eicJL5",879450857569386497,2953974395,RepFrenchHill,2017-06-26T21:26:38.000Z,1.0,1.0,,,True,1.0,"['relevant', 'irrelevant']","['A2R2YZTSME1K3F', 'A9K0CV70JWG1W']"
relevance_tweets17_54,relevant,You truly are the difference – thank you for all you do. #NursesWeek https://t.co/eQGHPJ0KMF,861939330532683776,1339931490,RepRobinKelly,2017-05-09T13:42:05.000Z,1.0,1.0,health and safety,other,True,1.0,"['irrelevant', 'irrelevant']","['A23WTODPHXZ68Y', 'A2Q1YS118AO2BP']"
relevance_tweets17_55,relevant,"ARIA is a comprehensive Asia policy framework that'll put American interests first by strengthening our alliances, creating jobs through trade opportunities, &amp; promoting our values in the Indo-Pacific region. Learn more about the crucial legislation below:
https://t.co/0nhITTPLO7",1070432187420426240,235217558,SenCoryGardner,2018-12-05T21:38:15.000Z,1.0,1.0,external regulation and reputation,external regulation and reputation,True,1.0,"['relevant', 'relevant']","['A17D6BK59S31BM', 'A2R2YZTSME1K3F']"
relevance_tweets17_56,relevant,Getting ready to give my opening statement to defend the #ACA at @EnergyCommerce. #ProtectOurCare https://t.co/4yp0ffYwCq,839505335052300288,164007407,RepEliotEngel,2017-03-08T15:57:23.000Z,1.0,1.0,health and safety,,True,1.0,"['irrelevant', 'relevant']","['A2Q1YS118AO2BP', 'A3GUJ6JD25FX7O']"
relevance_tweets17_57,relevant,"#OTD in 1863, President Lincoln delivered the #GettysburgAddress – a timeless call to honor the sacrifices made in the creation of our government of the people, by the people, and for the people. Learn more here: https://t.co/xZRWYdssxe via @librarycongress https://t.co/imlEPN3M2F",1064528745434877959,2962813893,RepStefanik,2018-11-19T14:40:05.000Z,1.0,1.0,other,,True,1.0,"['relevant', 'relevant']","['A2KLJKDG90K1PP', 'A2Q1YS118AO2BP']"
relevance_tweets17_58,relevant,"In this wk’s #momentoftruth on the White House’s ongoing cover-up, I focused on the unanswered ?s about the infamous “Trump Tower” meeting. What exactly was agreed to at that meeting? What was set in motion? We need to find out what else they are hiding. #TrumpRussia https://t.co/8aU7BcZQGT",944277551656198145,1071102246,RepHuffman,2017-12-22T18:44:46.000Z,1.0,1.0,political,other,True,1.0,"['relevant', 'relevant']","['A2R2YZTSME1K3F', 'A3CVY8G619MGTI']"
relevance_tweets17_59,relevant,#OMDP4NM is a case study for how establishing a national monument can bring a major boost to a local economy by generating tourism revenue &amp; jobs.,992460193312030721,1099199839,MartinHeinrich,2018-05-04T17:45:23.000Z,1.0,1.0,,economic,True,1.0,"['irrelevant', 'relevant']","['A23WTODPHXZ68Y', 'A2Q1YS118AO2BP']"
relevance_tweets17_60,relevant,Floods that used to strike NYC only once every 500 years could occur every five years.  #climatechange. https://t.co/yldjMiUzXj,922961379216318464,164007407,RepEliotEngel,2017-10-24T23:01:55.000Z,1.0,1.0,health and safety,health and safety,True,1.0,"['relevant', 'irrelevant']","['A2Q1YS118AO2BP', 'A37WDOIQH6JM6V']"
relevance_tweets17_61,relevant,Intelligence Committee Democrats urge President Trump to #ReadtheReport https://t.co/tlSJ9ihvCa,824779380526301185,476256944,SenFeinstein,2017-01-27T00:41:42.000Z,1.0,1.0,,,True,1.0,"['relevant', 'relevant']","['A23WTODPHXZ68Y', 'ATR6RB1RULOC0']"
relevance_tweets17_62,irrelevant,"Good luck to all the girls from SE IA in the @IGHSAU Volleyball Tourney! 
@ReginaRegalsAP @tcsdtigers @Pella_Schools &amp; Holy Trinity Catholic",927627779369299970,510516465,daveloebsack,2017-11-06T20:04:31.000Z,0.0,0.0,,,True,0.0,"['irrelevant', 'irrelevant']","['A2KLJKDG90K1PP', 'A2Q1YS118AO2BP']"
relevance_tweets17_63,relevant,"Today, I met with Pastors from West Virginia. I am thankful for their prayers and encouragement. https://t.co/NziKSqLmIz",842133091061760000,2964526557,RepAlexMooney,2017-03-15T21:59:09.000Z,1.0,1.0,cultural identity,other,True,1.0,"['irrelevant', 'irrelevant']","['A2KLJKDG90K1PP', 'A2R2YZTSME1K3F']"
relevance_tweets17_64,relevant,5 minutes until I chair @EnergyGOP #nationalparks subcmte hearing on sexual assault: Click here to view https://t.co/BWUYMzijp5,872519627171090432,11651202,SteveDaines,2017-06-07T18:24:24.000Z,1.0,1.0,,,True,1.0,"['relevant', 'irrelevant']","['A2KLJKDG90K1PP', 'ACDX50KGPE97I']"
relevance_tweets17_65,relevant,#BehindTheScenes w/ @RepLoisFrankel discussing the passage of our bill protecting young victims frm sexual abuse. Stay tuned for our video  https://t.co/KRzEr1mXki,867774099602452480,1074101017,SusanWBrooks,2017-05-25T16:07:22.000Z,1.0,1.0,policy prescription and evaluation,security and defense,True,1.0,"['relevant', 'relevant']","['A2Q1YS118AO2BP', 'A37WDOIQH6JM6V']"
relevance_tweets17_66,relevant,@PressSec speaks about Trump's civil liberties being violated by Obama admin--what about @POTUS violating civil liberties w/ #MuslimBan?,847893573307682816,90639372,RepDwightEvans,2017-03-31T19:29:15.000Z,1.0,1.0,morality,morality,True,1.0,"['relevant', 'relevant']","['A17D6BK59S31BM', 'ACDX50KGPE97I']"
relevance_tweets17_67,relevant,Celebrating all Vietnam era veterans today at our pinning ceremony! #ThankYouForYourService #ProtectAndServe https://t.co/AaaTrXptJA,821767688246718465,2863006655,RepLawrence,2017-01-18T17:14:19.000Z,1.0,1.0,security and defense,security and defense,True,1.0,"['relevant', 'irrelevant']","['A2Q1YS118AO2BP', 'A37WDOIQH6JM6V']"
relevance_tweets17_68,relevant,I stand in solidarity with Dr. Blasey Ford. Too often survivors of violence and sexual assualt are shamed and forced into the shadows. Let’s rally together to make our voices heard. #BelieveSurvivors #NYCStandsWithSurvivors                    https://t.co/MzW8U0hsZL,1043885145214922755,258900199,RepMaloney,2018-09-23T15:29:47.000Z,1.0,1.0,morality,health and safety,True,1.0,"['relevant', 'irrelevant']","['A37WDOIQH6JM6V', 'ACDX50KGPE97I']"
relevance_tweets17_69,relevant,You would think @SecretaryCarson could answer simple questions regarding @reladonaldtrump... wrong! Watch now--&gt; https://t.co/n8yekpKi8G,919935351422111744,1531521632,RepBeatty,2017-10-16T14:37:34.000Z,1.0,1.0,other,,True,1.0,"['relevant', 'relevant']","['A17D6BK59S31BM', 'ATR6RB1RULOC0']"
relevance_tweets17_70,relevant,Great to be at the Red Cross Fire Safety Kick Off event today in Kalamazoo! #MI06 https://t.co/lnzlU76SrB,990291436145926145,124224165,RepFredUpton,2018-04-28T18:07:31.000Z,1.0,1.0,,health and safety,True,1.0,"['relevant', 'irrelevant']","['A17D6BK59S31BM', 'A2Q1YS118AO2BP']"
