id,ground_truth,text,index,Community,Id,Timestamp,UserId,Reputation,Upvotes,Downvotes,meta.Normalized Score,meta.Annotations,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Score1_normalized,Score2_normalized,Score3_normalized,Score4_normalized,Score5_normalized,Score1_binarized,Score2_binarized,Score3_binarized,Score4_binarized,Score5_binarized
politeness_stack_10,polite,"@wooble: I might need some help here, what's your calculation ? I get something like 56.8 billion combinations ?",3270,092011 Stack Overflow,6115324,2011-03-23-13:23:06,490930.0,1440.0,190.0,1.0,0.5367315696013178,"{'A2UFD1I8ZO1V4G': np.int64(17), 'A28TXBSZPWMEU9': np.int64(17), 'A1G05O3HM7DNVZ': np.int64(17), 'AO3XB5I5QNNUI': np.int64(5), 'A2BKPNKU3EG41Z': np.int64(19)}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17,17,17,5,19,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A1G05O3HM7DNVZ,AO3XB5I5QNNUI,A2BKPNKU3EG41Z,0.7993463339000383,0.7065323251861421,0.6735702752251912,-2.0917361209698115,0.9236603047537488,1,1,1,-1,1
politeness_stack_11,polite,"@bvr @chambwez I think my code is working fine now :) My last question would be, is session handling possible in XMLRPC? How do I maintain a stateful transmission between the client and the server?",1082,092011 Stack Overflow,5482785,2011-02-07-12:05:17,578830.0,10.0,0.0,0.0,1.2006676285563198,"{'A2X9AEDAHF7O7S': np.int64(21), 'AQRI1E9W5268O': np.int64(17), 'A2OXXHGAM7B0Y': np.int64(18), 'A150TBAWIYV8J4': np.int64(21), 'A312BVGKE6BAS5': np.int64(13)}",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21,17,18,21,13,A2X9AEDAHF7O7S,AQRI1E9W5268O,A2OXXHGAM7B0Y,A150TBAWIYV8J4,A312BVGKE6BAS5,1.732653233284142,0.7065323251861421,0.9163291053824936,1.551018971887992,-0.3336779976697677,1,1,1,1,0
politeness_stack_12,impolite,possible duplicate of [Simple algorithm for online outlier detection of a generic time series](http://stats.stackexchange.com/questions/1142/simple-algorithm-for-online-outlier-detection-of-a-generic-time-series) This question is proposed to be closed as a duplicate. Could you please let us know at the meta thread if and how your context is different from the question I linked?,4047,092011 Statistical Analysis,1173,,,,,,-0.4775665605272131,"{'A3RLCGRXA34GC0': np.int64(14), 'A3E157ZN8XPUKJ': np.int64(17), 'A2UFD1I8ZO1V4G': np.int64(13), 'A28TXBSZPWMEU9': np.int64(12), 'ARX0S1CIDJLOX': np.int64(5)}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14,17,13,12,5,A3RLCGRXA34GC0,A3E157ZN8XPUKJ,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,ARX0S1CIDJLOX,0.0993661593619604,0.7065323251861421,-0.2974650454040183,-0.4980307678445224,-2.0101290675677896,0,1,0,-1,-1
politeness_stack_13,polite,That code looks good. What isn't it doing that you want it to?,1497,092011 Stack Overflow,3122498,2010-06-16-03:45:34,105431.0,6332.0,813.0,49.0,1.442028750623544,"{'A1UIH2IMG9DV95': np.int64(21), 'A2UFD1I8ZO1V4G': np.int64(17), 'A23FB7HE970AZJ': np.int64(17), 'A872FSFU7WV6W': np.int64(20), 'A1F4D2PZ7NNWTL': np.int64(19)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21,17,17,20,19,A1UIH2IMG9DV95,A2UFD1I8ZO1V4G,A23FB7HE970AZJ,A872FSFU7WV6W,A1F4D2PZ7NNWTL,1.732653233284142,0.7065323251861421,0.6735702752251912,1.323346778584379,0.9236603047537488,1,1,1,1,1
politeness_stack_14,polite,Do you want to check if it looks ok ? Do you want to check if the file exists ?,144,092011 Stack Overflow,8547881,2011-08-20-09:25:52,714501.0,18556.0,408.0,0.0,0.8535018036957542,"{'A2UFD1I8ZO1V4G': np.int64(17), 'A17G2LOYX7WQZ': np.int64(21), 'A1F4D2PZ7NNWTL': np.int64(16), 'A3OY0OL2M0HUTT': np.int64(20), 'A1Z7WT01G55LDC': np.int64(19)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,21,16,20,19,A2UFD1I8ZO1V4G,A17G2LOYX7WQZ,A1F4D2PZ7NNWTL,A3OY0OL2M0HUTT,A1Z7WT01G55LDC,0.7993463339000383,1.647530347112237,0.4308114450678888,1.323346778584379,0.9236603047537488,1,1,1,1,1
politeness_stack_15,polite,"Understood, been there. ;) Maybe I'll check out Carrierwave (HVAC?).",2762,092011 Stack Overflow,5633333,2011-02-17-22:25:24,254936.0,1226.0,57.0,5.0,1.6586147808284897,"{'A28TXBSZPWMEU9': np.int64(13), 'A3MMLCBV2W3BP9': np.int64(25), 'A14TK8NCD4CUN1': np.int64(19), 'A2WGBPEN45GJNF': np.int64(20), 'A34M93NJC830DP': np.int64(16)}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,25,19,20,16,A28TXBSZPWMEU9,A3MMLCBV2W3BP9,A14TK8NCD4CUN1,A2WGBPEN45GJNF,A34M93NJC830DP,-0.1339605654840655,2.588528369038332,1.159087935539796,1.323346778584379,0.2949911535419905,0,1,1,1,0
politeness_stack_16,impolite,"could you give an example, please. What oportunity do you mean?",4449,092011 English Language and Usage,34724,2011-04-12-20:31:33,4676.0,140.0,0.0,0.0,-1.5186305443853574,"{'A23312XQ2AQ91W': np.int64(10), 'A2UFD1I8ZO1V4G': np.int64(13), 'A32VJLRWGMYGSU': np.int64(5), 'A1W2G1N4BDF2DW': np.int64(1), 'A1LRRDBA84ITCJ': np.int64(9)}",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10,13,5,1,9,A23312XQ2AQ91W,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,A1W2G1N4BDF2DW,A1LRRDBA84ITCJ,-0.8339407400221434,-0.2344656967399527,-2.2395356866624376,-3.002424894184262,-1.1719035326187786,-1,0,-1,-1,-1
politeness_stack_17,polite,I have the same problem. How did you resolved it?,5682,092011 Drupal Answers,5237,2011-06-10-08:54:34,1593.0,1.0,0.0,0.0,0.5134669216566058,"{'A3E157ZN8XPUKJ': np.int64(21), 'A1KC138MX47DXA': np.int64(17), 'ARYGQ46IMW8AU': np.int64(17), 'A3GOI327COFGY5': np.int64(13), 'A13HSR88OUNIVP': np.int64(22)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,21,17,17,13,22,A3E157ZN8XPUKJ,A1KC138MX47DXA,ARYGQ46IMW8AU,A3GOI327COFGY5,A13HSR88OUNIVP,1.732653233284142,0.7065323251861421,0.6735702752251912,-0.2703585745409097,1.552329455965507,1,1,1,0,1
politeness_stack_18,impolite,Have you tried doing a whois? Can you give us a sample URL?,5811,092011 Webmasters,3952,2010-10-18-11:52:17,1253.0,34740.0,1901.0,44.0,-0.3689475930833681,"{'A2PXJTMWGUE5DC': np.int64(9), 'A13CO3B2BRXQLZ': np.int64(9), 'A3E157ZN8XPUKJ': np.int64(17), 'A3JBAUWN5T7E0Q': np.int64(12), 'ARYGQ46IMW8AU': np.int64(17)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9,17,12,17,A2PXJTMWGUE5DC,A13CO3B2BRXQLZ,A3E157ZN8XPUKJ,A3JBAUWN5T7E0Q,ARYGQ46IMW8AU,-1.0672674648681693,-1.1754637186660477,0.6735702752251912,-0.4980307678445224,0.5045475372792433,-1,-1,1,-1,1
politeness_stack_19,impolite,@Joonas: What about the solution posted by Benjamin Manns? That does not work for you?,2470,092011 Stack Overflow,2353138,,,,,,-0.4441621743294119,"{'A233ONYNWKDIYF': np.int64(9), 'A23FB7HE970AZJ': np.int64(9), 'A14TK8NCD4CUN1': np.int64(13), 'A3TXO6RKFIDFUV': np.int64(13), 'AD1IH74UX9IAI': np.int64(13)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,9,13,13,13,A233ONYNWKDIYF,A23FB7HE970AZJ,A14TK8NCD4CUN1,A3TXO6RKFIDFUV,AD1IH74UX9IAI,-1.0672674648681693,-1.1754637186660477,-0.2974650454040183,-0.2703585745409097,-0.3336779976697677,-1,-1,0,0,0
politeness_stack_20,impolite,What are your base cases? n <= 0?,3003,092011 Stack Overflow,4017519,2010-09-24-22:34:23,402807.0,1571.0,256.0,1.0,-0.3747159638904271,"{'ARYGQ46IMW8AU': np.int64(13), 'A14TK8NCD4CUN1': np.int64(12), 'A125P73OQSRNI5': np.int64(13), 'A2WGBPEN45GJNF': np.int64(13), 'A34M93NJC830DP': np.int64(13)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13,12,13,13,13,ARYGQ46IMW8AU,A14TK8NCD4CUN1,A125P73OQSRNI5,A2WGBPEN45GJNF,A34M93NJC830DP,-0.1339605654840655,-0.4697152022214765,-0.2974650454040183,-0.2703585745409097,-0.3336779976697677,0,-1,0,0,0
politeness_stack_21,impolite,"Why not keep the numbers in memory? Should be what, 100 MBytes?",2834,092011 Stack Overflow,8303905,2011-08-05-23:07:11,397786.0,2274.0,96.0,7.0,-0.4337809500163624,"{'A2UFD1I8ZO1V4G': np.int64(13), 'A17G2LOYX7WQZ': np.int64(11), 'A1F4D2PZ7NNWTL': np.int64(15), 'A3OY0OL2M0HUTT': np.int64(10), 'A1Z7WT01G55LDC': np.int64(18)}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13,11,15,10,18,A2UFD1I8ZO1V4G,A17G2LOYX7WQZ,A1F4D2PZ7NNWTL,A3OY0OL2M0HUTT,A1Z7WT01G55LDC,-0.1339605654840655,-0.7049647077030002,0.1880526149105864,-0.953375154451748,0.714103921016496,0,-1,0,-1,1
politeness_stack_22,impolite,"To answer the second part of your question, you would have to define what you mean by ""cook"".  What exactly are you doing to cook them?",5740,092011 Cooking,7002,2010-09-03-17:41:39,41.0,22997.0,853.0,77.0,-0.9757564660614872,"{'AO3XB5I5QNNUI': np.int64(9), 'A23312XQ2AQ91W': np.int64(15), 'A28TXBSZPWMEU9': np.int64(13), 'A32VJLRWGMYGSU': np.int64(9), 'A2MWGIVIKOXWYM': np.int64(1)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,15,13,9,1,AO3XB5I5QNNUI,A23312XQ2AQ91W,A28TXBSZPWMEU9,A32VJLRWGMYGSU,A2MWGIVIKOXWYM,-1.0672674648681693,0.2360333142230946,-0.2974650454040183,-1.181047347755361,-2.8483546025168005,-1,0,0,-1,-1
politeness_stack_23,impolite,Why not? How many colors do you want?,2353,092011 Stack Overflow,4871830,2010-12-16-09:02:06,277176.0,16262.0,1695.0,58.0,-1.0222648460295116,"{'A3RP70I4XDGOIS': np.int64(7), 'A1133ON5ALJKXJ': np.int64(9), 'A28TXBSZPWMEU9': np.int64(13), 'A17G2LOYX7WQZ': np.int64(10), 'A2WGBPEN45GJNF': np.int64(13)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,9,13,10,13,A3RP70I4XDGOIS,A1133ON5ALJKXJ,A28TXBSZPWMEU9,A17G2LOYX7WQZ,A2WGBPEN45GJNF,-1.533920914560221,-1.1754637186660477,-0.2974650454040183,-0.953375154451748,-0.3336779976697677,-1,-1,0,-1,0
politeness_stack_24,impolite,You are wasting a lot of power in the 150 ohm resistors.  What is the 555 for?,4988,092011 Electrical Engineering,9991,2010-11-30-18:55:24,411.0,6934.0,421.0,26.0,-0.5552774695571241,"{'AO3XB5I5QNNUI': np.int64(9), 'A1KC138MX47DXA': np.int64(8), 'A2UFD1I8ZO1V4G': np.int64(13), 'A32VJLRWGMYGSU': np.int64(13), 'ARX0S1CIDJLOX': np.int64(15)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9,8,13,13,15,AO3XB5I5QNNUI,A1KC138MX47DXA,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,ARX0S1CIDJLOX,-1.0672674648681693,-1.4107132241475713,-0.2974650454040183,-0.2703585745409097,0.0854347698047377,-1,-1,0,0,0
politeness_stack_25,polite,"So resizing of an image can be only done proportionally, right? I can't resize an 8x10 to 8x8 without cropping?",3509,092011 Stack Overflow,5742333,2011-02-25-17:17:15,597310.0,3775.0,169.0,25.0,0.8198348399974302,"{'A3R637QBE0IXDF': np.int64(21), 'A3E157ZN8XPUKJ': np.int64(21), 'AO3XB5I5QNNUI': np.int64(17), 'A3DKR227NQCH4X': np.int64(21), 'A2GSW5RBAT5LQ5': np.int64(15)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21,21,17,21,15,A3R637QBE0IXDF,A3E157ZN8XPUKJ,AO3XB5I5QNNUI,A3DKR227NQCH4X,A2GSW5RBAT5LQ5,1.732653233284142,1.647530347112237,0.6735702752251912,1.551018971887992,0.0854347698047377,1,1,1,1,0
politeness_stack_26,impolite,-1: For not specifying what is to be done later with the data. If you claim the question is open-ended (interview and all) then why accept an answer?,3032,092011 Stack Overflow,5928192,,,,,,-0.9588231779251956,"{'A3H8M155NBFE1L': np.int64(9), 'A2NPNKSW89BODS': np.int64(9), 'A1HBDQ0BJQBA4Q': np.int64(13), 'A3DKR227NQCH4X': np.int64(1), 'A3OY0OL2M0HUTT': np.int64(9)}",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,13,1,9,A3H8M155NBFE1L,A2NPNKSW89BODS,A1HBDQ0BJQBA4Q,A3DKR227NQCH4X,A3OY0OL2M0HUTT,-1.0672674648681693,-1.1754637186660477,-0.2974650454040183,-3.002424894184262,-1.1719035326187786,-1,-1,0,-1,-1
politeness_stack_27,polite,Can you post your .htaccess? And which directory is it in?,1757,092011 Stack Overflow,2947419,2010-05-24-15:33:56,294972.0,13095.0,588.0,92.0,0.6278295866105114,"{'A3VJDU2VRMN05L': np.int64(13), 'A233ONYNWKDIYF': np.int64(17), 'A1G05O3HM7DNVZ': np.int64(17), 'A3E25EJ47XXCRL': np.int64(25), 'A3689IWHIHX69E': np.int64(13)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13,17,17,25,13,A3VJDU2VRMN05L,A233ONYNWKDIYF,A1G05O3HM7DNVZ,A3E25EJ47XXCRL,A3689IWHIHX69E,-0.1339605654840655,0.7065323251861421,0.6735702752251912,2.461707745102443,-0.3336779976697677,0,1,1,1,0
politeness_stack_28,polite,@luser droog: I can surely try! where can I look at that source?,169,092011 Stack Overflow,8567115,2011-08-22-04:42:26,358892.0,1434.0,365.0,15.0,0.9236822650408644,"{'A1ZHP80O13CEUI': np.int64(21), 'A2RDZ580VXUO1X': np.int64(5), 'A17G2LOYX7WQZ': np.int64(20), 'A34M93NJC830DP': np.int64(14), 'A38EGQEYZHRQNC': np.int64(25)}",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,5,20,14,25,A1ZHP80O13CEUI,A2RDZ580VXUO1X,A17G2LOYX7WQZ,A34M93NJC830DP,A38EGQEYZHRQNC,1.732653233284142,-2.1164617405921424,1.4018467656970983,-0.042686381237297,2.180998607177265,1,-1,1,0,1
