id,sentenceid,text,party,year,ground_truth,original_annotations
manifestos_social_ideology_14,1130003861,So we believe that Britain must remain committed to rebuilding Iraq and allowing democracy to take hold.,Con,2005,Conservative,"{""2.00e+07"":1}"
manifestos_social_ideology_15,20001081,The Commission would be able to initiate action in the courts.,LD,1987,Liberal,"{""1.24e+07"":-1,""1.45e+07"":-1,""1.49e+07"":-1,""1.76e+07"":0,""1.98e+07"":-1,""2.04e+07"":-1,""2.06e+07"":-1,""2.08e+07"":-1,""2.11e+07"":-1,""2.13e+07"":-1,""2.14e+07"":-1,""313343"":0,""946983"":-1}"
manifestos_social_ideology_16,40011231,We will accordingly continue to pursue a policy of dialogue and negotiation with and between the democratic Northern Ireland parties.,Con,1997,Conservative,"{""2.00e+07"":1}"
manifestos_social_ideology_17,1070009061,"Every year, about 300,000 people - mostly women - request advice and assistance in dealing with obscene or malicious phone calls.",Con,1992,Conservative,"{""1.40e+07"":1,""1.57e+07"":1,""1.68e+07"":1,""1.95e+07"":1,""2.08e+07"":1,""2209950"":1,""3574338"":-1,""5849168"":1}"
manifestos_social_ideology_18,20008711,"If other parties seek to cheat the electorate of that right, we shall seek to bring the matter back before the voters as soon as possible.",LD,1987,Conservative,"{""1.94e+07"":1}"
manifestos_social_ideology_19,1070008921,The principles of the Citizen's Charter are being applied to our legal system.,Con,1992,Conservative,"{""1.87e+07"":1}"
manifestos_social_ideology_20,1070009151,"COMMUNITY RELATIONS. Racial harmony demands restraint on all sides, and a tolerant understanding of the legitimate views of others.",Con,1992,Liberal,"{""1.13e+07"":-1,""1.68e+07"":-1,""2.03e+07"":-1,""2.05e+07"":-1,""9289597"":-1}"
manifestos_social_ideology_21,1080003041,Government monitoring stations measure levels of pollutants such as nitrogen oxides or low-level ozone but fail to publicise them widely.,LD,1992,Liberal,"{""1.51e+07"":-1}"
manifestos_social_ideology_22,1070007281,The CBI's training targets envisage 80 per cent of young people reaching NVQ level 2 by the end of the Parliament.,Con,1992,Liberal,"{""1.51e+07"":-1,""1.96e+07"":-1}"
manifestos_social_ideology_23,40007921,"We will introduce minimum sentences for violent and persistent criminals to help protect the public more effectively, reversing Labour's wrecking amendments to our tough Crime Bill.",Con,1997,Conservative,"{""1.10e+07"":-1,""1.11e+07"":1,""1.18e+07"":1,""1.19e+07"":1,""1.21e+07"":1,""1.24e+07"":1,""1.30e+07"":1,""1.37e+07"":1,""1.40e+07"":1,""1.41e+07"":1,""1.42e+07"":1,""1.45e+07"":1,""1.52e+07"":1,""1.53e+07"":1,""1.57e+07"":1,""1.60e+07"":1,""1.66e+07"":1,""1.68e+07"":1,""1.74e+07"":1,""1.75e+07"":1,""1.80e+07"":1,""1.81e+07"":1,""1.82e+07"":1,""1.83e+07"":0,""1.84e+07"":1,""1.85e+07"":-1,""1.87e+07"":-1,""1.88e+07"":1,""1.90e+07"":1,""1.93e+07"":1,""1.94e+07"":1,""1.95e+07"":-1,""1.97e+07"":1,""1.98e+07"":1,""2.00e+07"":1,""2.01e+07"":1,""2.02e+07"":1,""2.03e+07"":1,""2.04e+07"":1,""2.05e+07"":-1,""2.06e+07"":1,""2.07e+07"":1,""2.08e+07"":-1,""2.09e+07"":1,""2.11e+07"":1,""2.12e+07"":1,""2.13e+07"":1,""2.14e+07"":1,""2.20e+07"":1,""2.21e+07"":1,""3720860"":1,""37796"":1,""5993386"":1,""7918256"":1,""7990814"":1,""8382218"":1,""886"":1,""9458742"":1}"
manifestos_social_ideology_24,1170000701,The Liberal Democrat philosophy is built on a simple ambition: to distribute power fairly among people.,LD,2010,Liberal,"{""1.41e+07"":-1}"
manifestos_social_ideology_25,1070006491,We will make it easier for small schools to enjoy the benefits of GM status by grouping together.,Con,1992,Liberal,"{""1.53e+07"":-1}"
manifestos_social_ideology_26,50007051,"Diversity, pluralism and a multicultural society are sources of strength for Britain.",LD,1997,Liberal,"{""1.10e+07"":-1,""1.11e+07"":-1,""1.13e+07"":-1,""1.16e+07"":-1,""1.17e+07"":-1,""1.18e+07"":-1,""1.19e+07"":-1,""1.24e+07"":-1,""1.30e+07"":0,""1.40e+07"":-1,""1.42e+07"":-1,""1.45e+07"":-1,""1.51e+07"":-1,""1.52e+07"":-1,""1.53e+07"":-1,""1.57e+07"":-1,""1.73e+07"":-1,""1.80e+07"":0,""1.81e+07"":-1,""1.84e+07"":-1,""1.85e+07"":-1,""1.86e+07"":-1,""1.87e+07"":-1,""1.93e+07"":-1,""1.98e+07"":-1,""2.02e+07"":-1,""2.03e+07"":-1,""2.05e+07"":-1,""2.06e+07"":-1,""2.08e+07"":-1,""2.09e+07"":-1,""2.10e+07"":-1,""2.11e+07"":-1,""2.12e+07"":-1,""2.13e+07"":-1,""2.14e+07"":-1,""2.15e+07"":0,""2.20e+07"":-1,""2793302"":-1,""2884040"":-1,""313343"":-1,""3559862"":-1,""5112203"":-1,""568434"":-1,""5751985"":-1,""6002241"":-1,""6161328"":-1,""6320843"":-1,""6355305"":-1,""7557336"":-1,""787803"":-1,""8893451"":-1,""8968750"":-1,""9137449"":-1,""9414315"":0,""946983"":-1}"
manifestos_social_ideology_27,1170003941,Make it illegal for a Local Health Board to allow a doctor to work in the UK without passing robust language and competence tests.,LD,2010,Conservative,"{""1.51e+07"":1,""1.63e+07"":1}"
manifestos_social_ideology_28,20007451,A civilised society treats animals with care and compassion.,LD,1987,Liberal,"{""1.19e+07"":-1,""1.53e+07"":-1,""1.80e+07"":0,""1.87e+07"":-1,""1.93e+07"":-1,""2.08e+07"":1,""2.11e+07"":-1,""2.13e+07"":-1,""2056455"":-1}"
manifestos_social_ideology_29,1170004361,Helping families stay strong. Every child deserves a happy life free from poverty and free from fear.,LD,2010,Liberal,"{""3626598"":-1}"
manifestos_social_ideology_30,60007201,"They extend from commitments at local level to give communities enhanced control over their environments, to initiatives at international level to ensure that all countries are contributing to the protection of the environment.",Lab,1997,Liberal,"{""1.13e+07"":-1,""1.81e+07"":-1,""2.10e+07"":-1,""2.12e+07"":-1,""2.13e+07"":0,""2.14e+07"":-1}"
manifestos_social_ideology_31,1140007111,Yet the Government does not have a popular majority for what it is doing.,LD,2005,Conservative,"{""1.57e+07"":1}"
manifestos_social_ideology_32,1150006811,Healthy choices for children. We will start the drive for better health early - at school.,Lab,2005,Liberal,"{""2.01e+07"":-1}"
manifestos_social_ideology_33,1160006621,They will be beacons of excellence in areas where school standards are unacceptably low.,Con,2010,Conservative,"{""2.01e+07"":1}"
manifestos_social_ideology_34,50007041,"Ethnic minorities. Despite progress over recent years, members of ethnic minorities are too often denied equal opportunities and have to face racism and discrimination on a daily basis.",LD,1997,Liberal,"{""1.10e+07"":-1,""1.18e+07"":-1,""1.20e+07"":-1,""1.24e+07"":-1,""1.40e+07"":-1,""1.41e+07"":-1,""1.42e+07"":-1,""1.45e+07"":-1,""1.51e+07"":-1,""1.52e+07"":-1,""1.53e+07"":-1,""1.57e+07"":-1,""1.68e+07"":-1,""1.71e+07"":-1,""1.74e+07"":-1,""1.82e+07"":-1,""1.83e+07"":-1,""1.86e+07"":-1,""1.87e+07"":-1,""1.88e+07"":-1,""1.90e+07"":0,""1.93e+07"":-1,""1.94e+07"":-1,""1.95e+07"":-1,""2.00e+07"":-1,""2.01e+07"":-1,""2.02e+07"":-1,""2.03e+07"":-1,""2.04e+07"":-1,""2.07e+07"":-1,""2.08e+07"":-1,""2.09e+07"":-1,""2.10e+07"":-1,""2.11e+07"":-1,""2.12e+07"":-1,""2.13e+07"":-1,""2.14e+07"":-1,""2.20e+07"":0,""2.21e+07"":-1,""2647839"":-1,""37796"":-1,""9458742"":-1,""946983"":-1}"
manifestos_social_ideology_35,1080006521,Strengthen the rights of women.,LD,1992,Liberal,"{""1.10e+07"":-1,""1.51e+07"":-1,""1.52e+07"":-1,""1.66e+07"":-1,""1.68e+07"":-1}"
manifestos_social_ideology_36,1070006711,"As a first step in the reform of teacher training, postgraduate students will spend much more time in school classrooms, learning their skills under the practised eye of senior teachers.",Con,1992,Liberal,"{""1.51e+07"":-1}"
manifestos_social_ideology_37,1130002431,"Our society needs more respect, discipline and decent values.",Con,2005,Conservative,"{""1.30e+07"":1,""1.88e+07"":1,""1.93e+07"":1,""2.05e+07"":1}"
manifestos_social_ideology_38,10009761,Firm Against Terrorism and Aggression. Britain has stood at the forefront in the fight against international terrorism.,Con,1987,Conservative,"{""5112203"":1}"
manifestos_social_ideology_39,20001111,We will secure equal representation of women on all appointed public bodies within a decade.,LD,1987,Liberal,"{""1.24e+07"":-1,""1.45e+07"":-1,""1.74e+07"":-1,""1.86e+07"":-1,""1.88e+07"":-1,""1.97e+07"":-1,""1.98e+07"":-1,""2.04e+07"":-1,""2.08e+07"":0,""2.12e+07"":-1,""2.13e+07"":-1,""313343"":-1,""8968750"":-1,""946983"":-1}"
manifestos_social_ideology_40,1120006401,"Our task now is to achieve a similar transformation in secondary education, liberating the particular talent of every child.",Lab,2001,Liberal,"{""6355305"":-1}"
manifestos_social_ideology_41,1080005661,"We will create the post of Public Defender, equivalent in status to the DPP and responsible for investigating alleged miscarriages of justice.",LD,1992,Liberal,"{""1.10e+07"":-1,""1.52e+07"":-1,""1.68e+07"":-1,""2.01e+07"":-1}"
manifestos_social_ideology_42,1140001801,Expert opinion confirms what common sense tells us: children well taught and well-cared-for in their early years have a better opportunity to lead successful and rewarding lives.,LD,2005,Liberal,"{""1.42e+07"":-1}"
manifestos_social_ideology_43,1140005881,Meet Britain's promise on aid.,LD,2005,Liberal,"{""2.00e+07"":-1}"
manifestos_social_ideology_44,40010451,Our armed forces are the most professional in the world.,Con,1997,Conservative,"{""1.32e+07"":1,""2.14e+07"":1}"
manifestos_social_ideology_45,1110008661,"Protecting Animals. Although we support firm action against violent protests by animal rights activists, we are committed to strengthening animal welfare.",LD,2001,Liberal,"{""1.30e+07"":-1,""1.42e+07"":-1,""1.57e+07"":-1}"
manifestos_social_ideology_46,1080008801,Our aim will be the creation of stable government for a whole Parliament and a more democratic basis for future elections.,LD,1992,Conservative,"{""2.20e+07"":1}"
manifestos_social_ideology_47,1120009891,We will support the commitment of community and voluntary groups to build up a diverse range of childcare from Early Excellence Centres to neighbourhood nurseries and informal care (see 'World-class public services').,Lab,2001,Liberal,"{""1.30e+07"":-1,""1.42e+07"":-1}"
manifestos_social_ideology_48,1140001631,"Each new education minister had to make their mark by changing the curriculum, increasing red tape, interfering in the classroom and pretending education could be micro-managed from London.",LD,2005,Liberal,"{""1.73e+07"":-1}"
manifestos_social_ideology_49,1150005471,We will:  Fast-track all unfounded asylum seekers with electronic tagging where necessar y and more use of detention as we expand the number of detention places available.,Lab,2005,Conservative,"{""1.41e+07"":1,""1.52e+07"":1,""1.57e+07"":1,""1.82e+07"":1}"
manifestos_social_ideology_50,1180012321,We will continue to press for stronger international action against terrorism and learn the lessons of recent experience to prevent and defuse conflict and build stability and the rule of law in places that would otherwise shelter terrorist networks.,Lab,2010,Conservative,"{""1.10e+07"":1}"
manifestos_social_ideology_51,1180007811,"Local authorities and other agencies will be required to give people a named case worker who will report back on progress, and escalate action if the problem persists.",Lab,2010,Conservative,"{""1.52e+07"":1,""1.82e+07"":1}"
manifestos_social_ideology_52,50005381,"Renew Britain's democracy, by creating a fair voting system, reforming Parliament and setting higher standards for politicians' conduct.",LD,1997,Liberal,"{""1.20e+07"":-1,""2.12e+07"":-1}"
manifestos_social_ideology_53,1070000291,It should put you in the know not keep you in the dark.,Con,1992,Liberal,"{""1.87e+07"":-1}"
manifestos_social_ideology_54,60010101,"Leadership in the international community. A new Labour government will use Britain's permanent seat on the Security Council to press for substantial reform of the United Nations, including an early resolution of its funding crisis, and a more effective role in peacekeeping, conflict prevention, the protection of human rights and safeguarding the global environment.",Lab,1997,Liberal,"{""1.34e+07"":-1,""2.13e+07"":-1}"
manifestos_social_ideology_55,1070005881,Many of the functions of government have been devolved from Whitehall.,Con,1992,Conservative,"{""1.30e+07"":1}"
manifestos_social_ideology_56,1140007091,The blizzard of orders and directives is relentless.,LD,2005,Conservative,"{""1.73e+07"":1}"
manifestos_social_ideology_57,1170008151,Ensure that everyone has the same protections under the law by protecting the Human Rights Act.,LD,2010,Liberal,"{""1.10e+07"":-1,""1.40e+07"":-1,""1.72e+07"":-1}"
manifestos_social_ideology_58,1100001421,"And, in sentencing drug-pushers, judges will be allowed to take into account, as an aggravating factor, any dealing done in the vicinity of schools.",Con,2001,Conservative,"{""1.10e+07"":1,""1.57e+07"":1,""1.68e+07"":1,""1.87e+07"":1,""1.93e+07"":1}"
manifestos_social_ideology_59,1160006701,"We will ensure that the schools inspectorate Ofsted adopts a more rigorous and targeted inspection regime, reporting on performance only in the core areas related to teaching and learning.",Con,2010,Liberal,"{""1.51e+07"":-1}"
manifestos_social_ideology_60,1160006431,"We will ensure that the primary curriculum is organised around subjects like Maths, Science and History.",Con,2010,Liberal,"{""1.51e+07"":-1}"
manifestos_social_ideology_61,1120011511,"Now we have a new approach improving the quality of mainstream services, preventing people falling between the cracks, and reintegrating them into society if things go wrong.",Lab,2001,Liberal,"{""1.30e+07"":-1,""1.42e+07"":-1,""1.63e+07"":-1}"
manifestos_social_ideology_62,1140005521,"We are therefore clear in our support for the constitution, which we believe is in Britain's interest - but ratification must be subject to a referendum of the British people.",LD,2005,Conservative,"{""1.38e+07"":1}"
manifestos_social_ideology_63,1120012271,We will ensure that specialist detective expertise is built up using outside experts where necessary.,Lab,2001,Liberal,"{""1.51e+07"":-1,""1.68e+07"":-1}"
manifestos_social_ideology_64,1090005221,Anglers will benefit from and contribute to our plans for improved river quality.,Lab,1992,Liberal,"{""1.57e+07"":-1}"
manifestos_social_ideology_65,60009021,"In time we will introduce legislation to allow the people, region by region, to decide in a referendum whether they want directly elected regional government.",Lab,1997,Liberal,"{""1.89e+07"":-1,""2.12e+07"":-1,""2.14e+07"":-1,""6349089"":-1}"
manifestos_social_ideology_66,1080000111,Our environment will go on deteriorating.,LD,1992,Liberal,"{""1.53e+07"":-1,""1.86e+07"":-1,""2.09e+07"":-1}"
manifestos_social_ideology_67,1080000241,"Above all, Liberal Democrats will trust our fellow citizens with the truth.",LD,1992,Liberal,"{""1.47e+07"":-1}"
manifestos_social_ideology_68,1080007411,Instigate a comprehensive review of UK defence policy which will be dictated by a rigorous analysis of defence needs rather than by fixed monetary targets.,LD,1992,Conservative,"{""2.01e+07"":1}"
manifestos_social_ideology_69,1140002321,"I want my children to grow up in a safe community, while keeping intact the basic freedoms for which the British people have fought so hard across the centuries.",LD,2005,Conservative,"{""1.30e+07"":1,""1.42e+07"":1,""1.52e+07"":1,""1.57e+07"":1,""1.88e+07"":1}"
manifestos_social_ideology_70,1090003271,Children with special needs or special abilities will receive the extra attention they deserve.,Lab,1992,Liberal,"{""1.45e+07"":-1}"
manifestos_social_ideology_71,1100004361,"A Conservative government will be outward-looking, using our influence to the full.",Con,2001,Conservative,"{""1.57e+07"":1,""5647650"":1}"
manifestos_social_ideology_72,40011611,"JUVENILE CRIME: Give the courts power to impose speedy sanctions on youngsters, including an element of reparation to the victim",Con,1997,Conservative,"{""1.03e+07"":1,""1.10e+07"":-1,""1.13e+07"":1,""1.24e+07"":1,""1.30e+07"":1,""1.36e+07"":1,""1.40e+07"":1,""1.42e+07"":1,""1.51e+07"":1,""1.52e+07"":1,""1.53e+07"":1,""1.57e+07"":-1,""1.63e+07"":1,""1.68e+07"":1,""1.80e+07"":1,""1.82e+07"":1,""1.86e+07"":1,""1.87e+07"":1,""1.93e+07"":1,""1.98e+07"":1,""1037861"":1,""2.00e+07"":1,""2.01e+07"":1,""2.03e+07"":1,""2.04e+07"":1,""2.06e+07"":1,""2.07e+07"":1,""2.08e+07"":1,""2.09e+07"":1,""2.10e+07"":1,""2.11e+07"":1,""2.12e+07"":1,""2.13e+07"":1,""2.14e+07"":-1,""2.20e+07"":1,""2361265"":1,""313343"":1,""3559862"":1,""37796"":1,""4652872"":-1,""4680678"":1,""5112203"":-1,""5172864"":1,""5751985"":1,""5983773"":1,""6337523"":-1,""6591328"":1,""7634905"":1,""7881274"":1,""8382218"":1,""8836799"":1,""8893451"":1,""8968750"":1,""946983"":1,""9485888"":1,""9703593"":-1}"
manifestos_social_ideology_73,1150005511,"By the end of 2005, our aim is for removals of failed asylum seekers to exceed new unfounded claims.",Lab,2005,Conservative,"{""1.40e+07"":1,""1.41e+07"":1,""1.52e+07"":1,""1.66e+07"":1,""1.68e+07"":1}"
manifestos_social_ideology_74,50003561,"We will encourage the use of community sentences, as an alternative to prison, where the result is likely to be less reoffending, and use prison sentences where they are essential to public protection or to make punishment effective.",LD,1997,Liberal,"{""1.01e+07"":1,""1.02e+07"":-1,""1.06e+07"":-1,""1.10e+07"":1,""1.13e+07"":-1,""1.15e+07"":-1,""1.18e+07"":-1,""1.24e+07"":-1,""1.27e+07"":-1,""1.30e+07"":-1,""1.32e+07"":-1,""1.36e+07"":-1,""1.40e+07"":-1,""1.41e+07"":-1,""1.42e+07"":-1,""1.45e+07"":-1,""1.49e+07"":-1,""1.51e+07"":-1,""1.52e+07"":-1,""1.53e+07"":-1,""1.57e+07"":-1,""1.58e+07"":-1,""1.63e+07"":-1,""1.68e+07"":-1,""1.75e+07"":-1,""1.81e+07"":1,""1.82e+07"":-1,""1.86e+07"":-1,""1.90e+07"":0,""1.93e+07"":-1,""1.98e+07"":-1,""2.00e+07"":-1,""2.04e+07"":-1,""2.06e+07"":-1,""2.07e+07"":-1,""2.08e+07"":-1,""2.09e+07"":-1,""2.10e+07"":-1,""2.11e+07"":-1,""2.12e+07"":-1,""2.13e+07"":-1,""2.14e+07"":-1,""280059"":-1,""3307853"":1,""3385164"":-1,""3773194"":-1,""5270743"":-1,""5324079"":-1,""7918256"":-1,""7954010"":-1,""8113176"":1,""8382218"":-1,""8836799"":-1,""8968750"":-1,""9990764"":-1}"
manifestos_social_ideology_75,1150010961, New powers for parish councils to deal with anti-social behaviour.,Lab,2005,Conservative,"{""1.10e+07"":1,""1.30e+07"":1,""1.52e+07"":1,""1.57e+07"":1,""1.93e+07"":1}"
manifestos_social_ideology_76,1080005701,We will create women's units in prisons where feasible.,LD,1992,Liberal,"{""1.10e+07"":-1,""1.52e+07"":-1,""1.68e+07"":-1}"
manifestos_social_ideology_77,50007781,We will: Maintain a strong defence at home and enable the UK to play a leading role in keeping international peace.,LD,1997,Conservative,"{""1.53e+07"":1,""1.99e+07"":1,""2.08e+07"":-1,""2.09e+07"":1,""2.10e+07"":1,""2.11e+07"":1,""2.13e+07"":1}"
manifestos_social_ideology_78,60005261,We will be tough on crime and tough on the causes of crime. Fast-track punishment for persistent young offenders ,Lab,1997,Conservative,"{""1.01e+07"":1,""1.24e+07"":-1,""1.53e+07"":1,""1.86e+07"":1,""1.93e+07"":1,""1.98e+07"":1,""2.08e+07"":1,""2.09e+07"":1,""2.10e+07"":1,""2.13e+07"":1,""2.14e+07"":1,""2793302"":1,""5537363"":-1,""568434"":1}"
manifestos_social_ideology_79,1070006451,Creating a number of highly popular City Technology Colleges.,Con,1992,Liberal,"{""1.51e+07"":-1}"
manifestos_social_ideology_80,1110009541,"Boost Conservation Schemes. We will protect the environment and create 'green jobs' in urban, rural and marine habitats, for example, through more organic farming, increasing green spaces in urban areas, and woodland management.",LD,2001,Liberal,"{""1.42e+07"":-1}"
manifestos_social_ideology_81,1070007661,We are also committed to breaking down artificial barriers to women's advancement based on prejudice or lack of imagination.,Con,1992,Liberal,"{""1.10e+07"":-1,""1.40e+07"":-1,""2.01e+07"":-1}"
manifestos_social_ideology_82,1150011171,We will publish plans to reform provision in order to ensure that all young people have access to a wider set of activities after the school day such as sport and the arts.,Lab,2005,Liberal,"{""1.30e+07"":-1}"
manifestos_social_ideology_83,1160010071,"To limit harmful emissions from UK power stations, we will take steps to encourage new low carbon energy production, including: introducing an Emissions Performance Standard to limit the levels of greenhouse gases our power stations produce",Con,2010,Liberal,"{""1.51e+07"":-1}"
manifestos_social_ideology_84,1070001311,Within the former Soviet Union there remains a huge military force.,Con,1992,Conservative,"{""1.40e+07"":1}"
manifestos_social_ideology_85,1110008841,"In much of urban Britain, arrogant and complacent Labour councils are out of touch with local people.",LD,2001,Conservative,"{""1.30e+07"":1}"
manifestos_social_ideology_86,50005981,Give women greater opportunities to play a full role in work and in society.,LD,1997,Liberal,"{""1.18e+07"":-1,""1.34e+07"":-1,""1.53e+07"":-1,""1.75e+07"":-1,""1.85e+07"":-1,""1.86e+07"":-1,""2.06e+07"":-1,""2.09e+07"":-1,""2.10e+07"":0,""2.13e+07"":-1,""2.14e+07"":-1,""2785872"":-1,""3307853"":-1,""5112203"":-1,""6363491"":1,""8273320"":-1,""8382218"":-1}"
manifestos_social_ideology_87,20007521,"The huge public support for famine relief, the vigorous public debates on peace and defence and the public compassion for those suffering from oppression in many parts of the world refute the narrow-minded view that world affairs are not an election issue in Britain.",LD,1987,Liberal,"{""1.99e+07"":-1,""2.14e+07"":-1}"
manifestos_social_ideology_88,1120002111,diversify state schools with new City Academies and more church schools ,Lab,2001,Liberal,"{""1.53e+07"":-1}"
manifestos_social_ideology_89,1090004741,"We will develop a national waste strategy promoting waste minimisation, re-use and recycling.",Lab,1992,Liberal,"{""6376956"":-1}"
manifestos_social_ideology_90,40008471,The area of green belt has doubled since 1979.,Con,1997,Liberal,"{""2.12e+07"":-1}"
manifestos_social_ideology_91,1140004631,"Ministers and officials in Whitehall take all the key decisions now, over the heads of local doctors, police chiefs or head teachers - without ever visiting the schools, hospitals or police stations that are so precious to their communities.",LD,2005,Conservative,"{""1.10e+07"":1}"
manifestos_social_ideology_92,20000291,Politicians would be forced to listen to each other and work together.,LD,1987,Liberal,"{""5537363"":-1}"
manifestos_social_ideology_93,1090004261,"Prison must offer training for employment, not for crime.",Lab,1992,Liberal,"{""1.10e+07"":-1,""1.45e+07"":-1,""1.68e+07"":-1,""1.87e+07"":-1,""1.93e+07"":-1}"
manifestos_social_ideology_94,1100004721,"We will establish a new Office of Civil Society to give families, faith communities and voluntary groups a voice at the heart of Government.",Con,2001,Liberal,"{""1.30e+07"":-1}"
manifestos_social_ideology_95,1140004871,"Art, heritage and sport. Liberal Democrats have a proud tradition of championing the arts, culture and heritage, which successive governments have undervalued.",LD,2005,Liberal,"{""1.30e+07"":-1,""2.00e+07"":-1}"
manifestos_social_ideology_96,1070011291,"The Wildlife and Countryside Act 1981 provides special protection for 304 species of birds and animals, as well as protecting our heritage of wild plants.",Con,1992,Liberal,"{""1.21e+07"":-1,""1.82e+07"":-1}"
manifestos_social_ideology_97,1170004431,Enhance child protection.,LD,2010,Liberal,"{""1.24e+07"":-1,""1.42e+07"":-1,""1.52e+07"":-1,""1.93e+07"":-1,""6340562"":-1}"
manifestos_social_ideology_98,1120009861,By 2004 our target is to have childcare places for 1.6 million children.,Lab,2001,Liberal,"{""1.42e+07"":-1,""2.01e+07"":-1}"
manifestos_social_ideology_99,1110001551,Recruit 5000 extra secondary school teachers to reduce class sizes for 11-16 year-olds.,LD,2001,Liberal,"{""1.42e+07"":-1}"
manifestos_social_ideology_100,1120008491,This is a vision worth fighting for.,Lab,2001,Liberal,"{""1.51e+07"":-1}"
manifestos_social_ideology_101,1100000861,More parents will get their first choice of school for their children.,Con,2001,Liberal,"{""1.51e+07"":-1}"
manifestos_social_ideology_102,1130002881,Refusing to set a limit on new migrants is irresponsible politics.,Con,2005,Conservative,"{""1.13e+07"":1,""1.30e+07"":1,""1.82e+07"":1,""1.88e+07"":1,""2.00e+07"":1}"
manifestos_social_ideology_103,1150003581,Their results are improving faster than those of non-specialist schools.,Lab,2005,Liberal,"{""1.16e+07"":-1}"
manifestos_social_ideology_104,1140004601,"When local democracy works, the people taking decisions are people who actually use their local schools or hospitals, and care about them.",LD,2005,Conservative,"{""1.30e+07"":1}"
manifestos_social_ideology_105,1070009851,Good nursing is the essential complement to good medicine.,Con,1992,Liberal,"{""1.51e+07"":-1}"
manifestos_social_ideology_106,1070001291,We cannot drop our guard.,Con,1992,Conservative,"{""1.40e+07"":1}"
manifestos_social_ideology_107,1120007301,We want teaching to be a career of choice for the best graduates and attractive to people making career changes.,Lab,2001,Liberal,"{""1.51e+07"":-1}"
manifestos_social_ideology_108,1150004661,We are giving the police and local councils the power to tackle anti-social behaviour,Lab,2005,Conservative,"{""1.10e+07"":1,""1.57e+07"":1,""1.93e+07"":1,""2.05e+07"":1,""5013710"":1}"
